Filename,Subject,Vowel,Word,F0,F1_50,F2_50,F3_50,F4,Duration
i_subj18_f_quito_416,subj18,i,quito,210.1525429889521,375.98660161860784,2707.397677239241,3531.579473271593,NA,0.12479847713424304
u_subj39_f_tusa_117,subj39,u,tusa,248.51353474596505,458.9080153809419,1434.0213369144471,3163.795856568991,NA,0.1311552706636064
i_subj7_f_quita_268,subj7,i,quita,251.80082708269305,285.00467672646477,556.8923264860912,1549.2096735672517,NA,0.10317196587308217
i_subj46_f_pica_96,subj46,i,pica,215.05830652120792,380.7601492685447,2844.7766085468757,3253.0679496827515,NA,0.1087357034188102
u_subj22_f_puso_267,subj22,u,puso,238.34521423883692,412.5479055553066,1158.9858952131262,2953.9651673776375,NA,0.1079768740713348
i_subj80_m_viso_215,subj80,i,viso,128.4321072276118,295.33154561423765,2163.187019440617,2926.2754711091184,NA,0.08110311819879143
u_subj78_m_puso_286,subj78,u,puso,141.52286978099798,343.0407212768613,850.6773981841081,3148.067014597863,NA,0.08766601026993612
o_subj69_m_toque_127,subj69,o,toque,137.0760214500711,470.70385380954866,1080.3749291647923,2487.8244917103425,NA,0.07581410106917871
o_subj79_m_cosa_198,subj79,o,cosa,107.19024001807551,514.5133937078581,869.9054957841234,2564.9603795881226,NA,0.07305537684143246
u_subj56_m_supe_59,subj56,u,supe,115.8299545369862,339.17331959071777,996.478252019552,2578.3415331248607,NA,0.07429355577510108
e_subj59_m_seca_253,subj59,e,seca,138.9142043132885,529.7097072894895,1820.70236386524,2666.4340352711224,NA,0.10346559081721692
i_subj4_f_pite_208,subj4,i,pite,227.20162371434228,446.96555361124047,2841.059102068499,3309.243727859644,NA,0.1421244435829806
o_subj79_m_toca_105,subj79,o,toca,86.06700602336362,500.0225461292955,936.0540256150504,2712.013155535334,NA,0.07166950371294831
a_subj79_m_saca_99,subj79,a,saca,114.49123364925012,746.791015814409,1330.296309207153,2497.724141001713,NA,0.07721694351193661
o_subj80_m_coro_52,subj80,o,coro,131.64844099649136,471.158776182431,970.2881467371636,2383.094077990215,NA,0.0821317392500319
a_subj78_m_saca_135,subj78,a,saca,175.9697365712685,651.1003674546461,1495.2853195606035,2640.8028162091546,NA,0.07572596588533428
a_subj67_m_saco_139,subj67,a,saco,114.23503936748386,682.3905491831159,1314.4606227257652,2604.481002994942,NA,0.11746784958625651
i_subj74_m_quite_183,subj74,i,quite,111.86028848951868,273.2271489518337,2300.157669189777,3060.395180824455,NA,0.06021255985103266
e_subj72_m_seca_59,subj72,e,seca,128.95878953695188,526.4610774590305,1966.3002324975748,2585.683786145137,NA,0.09396494647546091
u_subj62_m_cuco_113,subj62,u,cuco,180.6463031180462,303.7418661750992,718.0055448876211,1541.544823761505,NA,0.088620049631254
i_subj24_m_quita_81,subj24,i,quita,132.30402967788635,264.63256942899665,2302.7658575243804,3053.2140892509597,NA,0.1453236090471478
e_subj67_m_seso_111,subj67,e,seso,118.46323074353452,457.6134444813951,1615.8814521573038,2763.301215794107,NA,0.08575460615720373
i_subj76_m_pite_392,subj76,i,pite,140.67607880905126,275.1212442072771,2200.9929163474744,2887.142154206967,NA,0.12882892256893683
i_subj69_m_quito_200,subj69,i,quito,117.27772926660168,2383.852139963969,3580.7283371418,3966.088887990737,NA,0.07306739290327754
e_subj75_m_vete_111,subj75,e,vete,109.02647326138867,550.2583875968655,1716.2447190967011,2638.468876909822,NA,0.11945768712222957
i_subj38_f_quita_33,subj38,i,quita,260.18153265077666,345.03683203273613,2883.450103950481,3373.5497131141165,NA,0.13904478098429396
e_subj80_m_seco_232,subj80,e,seco,130.66313202628672,488.3369493458707,1809.9238299990463,2370.7086387471045,NA,0.05901835469125557
u_subj18_f_cuco_304,subj18,u,cuco,232.0903740305903,447.5258416495027,998.2382475031336,2749.1463325923455,NA,0.14262512025740082
u_subj61_m_cuco_173,subj61,u,cuco,131.60386045502966,345.2187705869886,902.7157382842548,2338.4454355262974,NA,0.07978952518654978
i_subj40_f_pica_113,subj40,i,pica,207.62104782397216,350.8166009873125,2159.9424410976794,2740.1582850266536,NA,0.1066487916138442
e_subj17_f_seco_184,subj17,e,seco,212.7084231527202,607.0365002024115,1959.7441446011528,2764.893788900236,NA,0.08639776912448269
